household_id,home_area_m2,residents,appliances,heating_hours_per_day,cooling_hours_per_day,insulation_score,distance_center_km,owner_age_years,monthly_electricity_kwh
1472,170,7,10,8.8,4.3,7,23.9,49,742.8
1473,131,2,6,8.4,8.5,6,8.0,57,529.1
1474,134,6,24,9.1,9.3,8,0.6,48,724.0
1475,41,1,21,0.6,4.2,6,4.6,71,215.2
1476,167,1,6,9.3,0.7,8,6.2,39,401.1
1477,169,4,16,11.3,2.2,6,2.1,69,643.9
1478,155,4,10,2.0,9.8,7,8.6,23,439.9
1479,131,7,11,3.7,5.8,10,22.3,57,447.6
1480,108,4,14,6.4,2.4,5,18.1,71,483.6
1481,73,5,28,7.4,0.3,2,15.3,60,711.3
1482,228,4,5,10.2,2.1,10,9.0,59,606.6
1483,207,1,15,10.2,8.6,4,16.9,64,694.2
1484,132,6,21,2.6,0.7,7,15.7,68,564.1
1485,76,3,9,6.8,1.6,10,2.4,70,282.8
1486,122,5,25,8.0,2.4,5,23.6,44,594.6
1487,43,2,25,7.3,4.1,2,5.1,40,482.5
1488,98,5,9,4.9,8.4,6,2.8,51,509.7
1489,87,6,23,1.1,8.9,6,2.1,46,532.6
1490,197,7,25,6.2,7.2,10,6.6,42,769.2
1491,173,3,19,2.1,6.2,6,16.5,72,495.3
1492,218,3,16,1.6,4.5,6,21.8,45,518.2
1493,187,4,27,11.6,7.4,10,9.6,44,787.1
1494,244,5,26,5.8,8.8,3,14.7,46,887.2
1495,238,5,13,1.8,8.7,3,4.6,45,722.5
1496,151,2,11,7.2,6.4,5,18.7,54,485.0
1497,156,2,22,4.4,8.9,9,11.8,24,503.1
1498,62,1,10,3.1,5.9,3,21.1,50,295.4
1499,181,2,12,3.4,3.1,7,4.0,36,391.7
1500,37,1,5,6.0,0.4,7,21.3,73,157.4
