batch_id,material_kg,machine_hours,worker_hours,energy_kwh,units_produced,defect_rate_percent,supervisor_age_years,factory_age_years,production_cost_thousand_kzt
1203,1120.2,33.3,36.6,2469.1,2252,2.3,53,21,2443.2
1204,673.8,18.5,105.2,1235.6,215,2.3,37,24,1817.8
1205,102.4,27.9,12.3,439.6,1212,1.8,43,29,1136.7
1206,751.6,79.2,104.2,1168.0,1897,2.5,54,20,2482.9
1207,253.4,46.6,87.2,2459.3,979,7.1,48,19,2156.4
1208,291.6,11.4,56.7,1481.4,1037,6.3,48,24,1572.0
1209,133.8,11.3,150.6,487.7,1698,3.7,35,38,1718.3
1210,293.4,76.7,92.9,2484.2,568,5.0,55,40,2122.6
1211,632.7,31.6,85.4,1595.6,350,2.1,37,13,1855.6
1212,164.7,4.5,147.2,1712.4,2057,0.5,38,35,1748.5
1213,346.7,33.2,70.6,445.2,1566,1.7,32,10,1525.1
1214,745.6,54.0,148.7,2011.7,2328,7.9,37,11,2834.8
1215,165.8,6.8,36.2,1474.2,1218,1.2,62,12,1052.6
1216,661.0,75.7,22.6,1550.3,458,7.8,65,2,2123.1
1217,151.9,70.8,65.0,1105.8,316,4.3,27,17,1484.9
1218,141.6,33.6,16.8,206.5,1180,1.2,34,17,1003.1
1219,246.1,50.9,76.3,999.2,1437,4.0,39,16,1930.6
1220,387.9,54.1,11.6,1686.6,849,2.1,57,5,1303.5
1221,1031.4,70.3,71.7,2501.5,1116,3.4,52,4,2746.9
1222,168.3,18.0,70.1,1296.0,2239,6.5,54,34,1723.5
1223,376.1,8.3,130.9,209.6,1923,3.6,49,24,1781.2
1224,826.8,29.4,31.4,957.7,373,2.5,57,29,1623.8
1225,504.8,72.4,41.3,2361.3,2275,3.9,53,14,2287.0
1226,527.1,38.3,139.5,2904.7,583,4.9,27,31,2364.0
1227,607.4,71.4,114.1,2005.2,1079,5.7,31,17,2565.9
1228,778.9,71.8,37.2,1422.2,1617,2.8,26,29,2209.0
1229,837.1,32.2,114.2,2814.7,1250,3.9,63,32,2447.8
1230,176.8,43.4,131.8,1045.3,1063,2.5,59,30,1923.3
1231,697.0,51.4,48.0,1815.1,2230,7.2,57,10,2607.6
1232,492.1,15.3,41.9,1393.3,1035,4.4,57,22,1460.5
1233,854.9,52.3,66.3,1102.7,739,4.1,26,11,2117.7
1234,646.6,52.9,49.0,1715.0,484,2.3,45,32,1625.2
1235,1131.8,7.9,138.2,1892.0,760,6.7,43,29,2585.1
1236,1049.9,69.6,109.2,1851.4,1703,2.9,44,15,3001.6
1237,765.4,7.2,143.2,1070.2,1763,2.5,61,35,2124.5
1238,1120.9,53.4,144.8,1799.3,1131,5.7,44,14,2997.0
1239,582.7,50.1,114.1,155.9,1003,7.6,49,37,2102.4
1240,394.9,42.9,22.9,1488.2,1469,2.5,53,18,1649.0
1241,1027.0,43.4,53.4,850.2,2352,3.2,37,11,2258.4
1242,927.3,59.2,18.2,877.9,1481,3.4,28,35,2107.1
1243,620.6,32.3,66.4,1812.7,1282,1.3,65,23,1760.7
1244,907.6,56.8,139.6,1804.6,519,3.8,35,40,2470.1
1245,196.3,76.5,14.3,2277.6,1033,0.7,43,7,1711.5
1246,1009.4,61.4,84.2,1796.3,1747,0.5,42,11,2631.3
1247,1103.8,62.5,142.3,2828.0,1427,3.3,64,24,3098.2
1248,820.6,67.4,70.6,1825.6,681,7.9,46,38,2358.0
1249,1156.3,21.5,140.6,1050.6,1002,6.8,32,13,2704.7
1250,782.1,47.4,33.8,1945.1,1133,1.5,48,35,2153.6
1251,825.3,71.3,138.4,2850.4,497,7.9,40,13,2969.7
1252,452.9,49.5,131.7,1536.8,1112,3.4,49,17,2208.5
1253,682.7,28.3,125.2,1494.9,342,7.3,62,16,2244.4
1254,801.8,72.6,94.3,1428.3,951,6.4,39,8,2624.5
1255,168.1,68.3,55.4,840.5,175,7.0,33,17,1637.6
1256,706.1,16.3,127.3,822.9,1969,5.4,44,21,2215.3
1257,721.0,74.5,85.9,2811.3,2262,3.8,59,6,2647.3
1258,544.0,5.3,118.2,1413.2,176,6.3,37,21,1641.3
1259,461.1,46.3,67.0,1945.0,2309,0.8,65,12,1975.9
1260,648.8,46.2,79.0,2862.4,648,7.0,48,15,2349.0
1261,619.5,78.7,67.3,2493.0,1001,1.9,60,8,2270.9
1262,629.2,71.0,150.3,869.9,1450,7.9,36,12,2577.8
1263,283.8,54.3,138.2,2422.9,1867,4.6,65,40,2526.3
1264,699.4,17.9,124.7,448.2,1597,7.3,33,31,2074.7
1265,609.0,36.9,31.3,1526.7,1593,5.9,41,19,1923.6
1266,242.3,74.1,47.4,1153.4,575,3.1,26,17,1684.8
1267,980.3,70.7,89.2,2470.8,121,3.4,28,13,2555.7
1268,260.1,70.4,49.7,2592.2,610,1.6,39,28,1620.8
1269,265.6,22.0,128.0,2217.5,1142,4.0,61,13,2034.8
1270,761.1,65.1,116.4,1271.7,714,1.6,44,4,2154.5
1271,948.8,46.3,15.3,2410.1,665,7.0,53,28,2235.6
1272,1060.8,39.8,66.2,1159.6,2419,5.6,32,39,2476.6
1273,316.6,24.0,132.7,718.4,2261,5.8,65,26,2005.8
1274,1122.1,13.6,132.4,1365.8,2112,2.9,41,34,2742.8
1275,644.3,8.7,104.0,195.1,840,2.4,51,21,1668.1
1276,987.4,76.7,139.1,1432.8,287,7.4,43,10,2815.3
1277,634.3,69.6,65.2,227.6,722,6.8,42,24,2140.3
1278,437.8,57.9,132.6,2523.6,2167,6.4,27,21,2625.6
1279,1061.2,59.6,57.5,2401.1,1808,4.5,41,15,2667.4
1280,404.3,79.3,129.7,484.7,1260,3.5,49,17,2176.3
1281,489.2,6.8,115.9,1140.9,1236,5.6,64,13,1885.6
1282,516.2,54.4,38.1,2172.2,321,1.6,29,8,1602.7
1283,668.3,32.3,157.7,1867.0,712,2.2,50,36,2357.0
1284,214.6,79.3,101.1,2267.4,1851,1.2,52,28,2381.2
1285,1047.0,38.5,31.5,680.9,2320,3.9,31,7,2159.1
1286,1123.6,72.3,46.0,665.6,1983,0.2,44,18,2348.8
1287,376.0,19.1,94.3,586.8,2046,1.6,36,16,1735.7
1288,481.5,50.9,109.4,395.7,1061,7.0,60,19,2088.0
1289,604.3,44.6,117.5,1075.8,1194,6.6,53,33,2291.1
1290,1046.1,34.1,121.5,259.0,1069,5.6,41,17,2265.8
1291,136.2,22.5,105.2,644.3,519,5.9,37,18,1401.6
1292,987.7,10.7,79.5,2806.4,567,5.6,41,23,2004.5
1293,367.2,36.4,139.8,2912.7,1240,6.8,60,40,2533.3
1294,915.2,36.9,69.3,456.6,2293,2.6,63,16,2209.3
1295,1184.3,71.9,54.4,2604.7,678,2.2,56,5,2586.1
1296,473.5,34.5,131.2,263.9,1756,0.8,64,7,1882.8
1297,345.3,14.8,16.2,1404.0,1138,2.0,26,19,1233.4
1298,814.5,38.8,86.2,1430.9,2040,4.0,53,16,2303.2
1299,177.1,75.5,90.0,1343.7,2146,0.9,30,5,1882.5
1300,556.4,73.9,28.5,1851.3,1954,3.8,37,26,2187.1
1301,1095.8,33.1,71.7,873.0,1232,4.5,65,7,2206.4
1302,810.0,42.3,97.1,1128.8,713,0.5,43,27,2017.1
1303,535.5,4.1,14.9,2658.3,2352,3.2,45,25,1803.8
1304,500.7,6.0,57.1,1124.7,2431,1.2,39,37,1652.4
1305,1144.3,11.3,55.6,336.3,1731,5.4,33,20,2072.8
1306,252.0,73.0,78.0,847.3,129,2.8,46,2,1694.8
1307,1050.7,28.3,16.2,433.3,921,6.9,37,10,1868.9
1308,886.9,78.3,104.6,1560.1,1279,4.0,43,38,2713.2
1309,542.9,49.9,26.4,1187.3,1841,2.3,26,25,1797.8
1310,1104.8,32.1,64.0,2644.8,2081,1.8,44,39,2552.9
1311,411.6,41.0,36.2,2536.4,1435,5.2,58,25,1859.2
1312,395.4,78.9,15.9,2038.8,992,5.2,47,10,2124.5
1313,434.8,70.0,113.5,904.8,2066,0.5,33,28,2161.9
1314,924.2,5.6,142.4,1596.9,437,4.6,65,37,2093.3
1315,134.2,18.0,152.5,2887.3,1631,2.7,30,27,1988.2
1316,526.8,23.3,121.2,2149.2,221,5.4,57,37,2060.7
1317,754.1,39.7,103.7,2558.5,1561,5.9,59,6,2663.4
1318,450.3,49.6,110.8,654.5,580,2.6,43,1,1831.3
1319,287.3,5.3,123.4,1784.2,678,7.3,62,32,1872.7
1320,220.9,50.8,77.7,976.7,2044,2.1,39,2,1653.2
1321,436.1,17.0,112.9,1768.6,2285,2.3,36,28,2051.9
1322,344.9,51.0,109.1,2134.6,426,6.9,42,3,2126.9
1323,963.7,25.7,124.4,1620.9,1738,5.4,57,13,2619.4
1324,188.9,69.2,33.7,1219.2,958,1.1,65,15,1491.6
1325,761.5,25.5,10.8,2675.6,1684,2.9,49,8,1823.4
1326,349.7,33.8,142.3,2607.8,825,4.2,26,20,2128.5
1327,1185.1,62.8,44.3,2962.7,1530,2.3,51,31,2693.5
1328,500.5,23.2,115.1,924.7,674,4.3,60,15,1913.4
1329,871.7,41.7,84.1,332.9,831,3.4,48,36,1943.5
1330,520.6,12.6,82.0,2969.2,1812,1.7,45,16,2081.8
1331,473.0,21.1,159.8,1624.0,2042,2.2,42,8,2118.4
1332,1193.8,8.5,56.9,2252.1,637,1.6,42,17,1956.2
1333,319.2,47.1,141.4,2484.8,2352,7.0,29,16,2722.1
1334,199.1,53.0,85.6,2831.5,1408,2.2,54,31,2098.8
1335,626.0,26.5,65.1,2416.8,426,1.1,26,22,1834.3
1336,363.9,52.1,102.5,2369.9,2424,5.8,52,12,2527.5
1337,291.6,50.2,74.1,888.6,550,1.4,34,11,1554.0
1338,935.6,24.1,66.1,2382.0,803,2.6,61,37,2145.4
1339,418.4,15.2,133.6,1180.7,189,5.4,45,4,1864.3
1340,423.7,31.2,82.4,1113.8,695,2.4,60,23,1485.6
1341,1157.5,29.3,61.6,2578.3,689,5.0,50,40,2444.0
1342,582.6,59.7,66.1,2737.5,1930,3.6,26,35,2519.0
1343,182.4,48.5,137.5,977.2,2170,0.3,29,28,2134.7
1344,318.6,38.4,48.7,1474.5,806,5.2,37,29,1639.9
1345,489.3,17.1,140.5,2374.5,2170,2.9,30,14,2263.7
1346,456.5,74.6,86.0,758.6,592,4.3,59,36,1979.4
1347,973.9,32.9,131.6,2851.1,2114,0.6,30,20,2694.6
1348,1096.5,39.6,141.2,1591.8,1275,1.8,64,20,2451.5
1349,274.5,43.5,145.7,751.0,2113,4.0,48,8,2231.3
1350,998.5,14.3,127.1,2140.3,1584,7.4,63,12,2697.6
1351,1001.1,7.6,52.9,2051.2,1857,4.8,50,17,2247.8
1352,1073.3,66.7,135.2,328.8,2263,0.8,31,18,2517.7
1353,581.5,33.4,158.0,1815.5,1934,0.9,63,11,2523.2
1354,202.5,40.7,121.3,1872.2,1718,5.5,49,37,2064.6
1355,486.1,44.5,20.0,649.2,2349,0.6,50,3,1580.4
1356,266.3,37.1,63.2,2027.5,390,2.8,39,34,1514.0
1357,930.6,71.7,28.7,1885.7,855,4.2,48,38,2169.9
1358,612.2,34.2,103.5,2228.6,984,1.5,38,6,1846.5
1359,263.3,31.1,60.3,1533.8,794,3.5,28,29,1687.3
1360,275.6,59.2,127.1,2871.2,1962,1.7,62,8,2394.8
1361,936.4,64.8,140.7,2611.1,251,5.2,55,6,2772.7
1362,1183.3,74.0,152.0,2795.9,1455,1.5,56,7,3243.7
1363,245.5,18.8,10.7,2333.4,346,2.0,52,26,1030.4
1364,792.7,61.3,67.5,1451.6,1024,4.2,59,10,2175.6
1365,662.9,41.0,74.2,1816.9,2168,5.2,65,25,2356.4
1366,370.7,29.4,86.3,1266.2,1224,6.6,37,17,1922.9
1367,382.6,74.6,101.9,589.2,1380,6.5,33,4,2246.1
1368,208.6,71.7,139.0,706.9,840,4.5,39,8,2030.0
1369,592.4,8.0,150.3,2925.8,2201,6.5,63,31,2805.2
1370,518.4,43.5,49.5,2662.6,211,1.5,40,32,1753.7
1371,342.8,22.6,14.1,1408.8,1948,4.2,44,21,1477.7
1372,891.3,38.6,65.8,669.2,687,5.4,56,25,2051.7
1373,924.8,24.1,18.4,495.4,1178,0.6,45,21,1611.7
1374,413.8,54.3,92.0,793.9,643,6.8,62,12,1834.6
1375,1076.8,78.8,130.5,1629.6,1192,4.7,56,31,2812.5
1376,139.0,38.8,70.0,1896.3,2160,2.6,39,24,1670.7
1377,825.1,5.5,46.0,1710.8,747,0.5,46,25,1554.9
1378,724.2,48.8,135.2,1483.1,1246,3.5,33,8,2523.1
1379,941.3,76.3,36.5,1657.6,750,6.9,39,30,2535.0
1380,516.8,68.8,94.5,916.1,1925,2.7,33,33,2278.3
1381,754.8,72.3,29.4,2152.5,1486,5.0,29,35,2353.5
1382,288.8,15.1,40.4,242.0,1523,7.3,43,27,1267.9
1383,827.1,4.6,117.4,192.4,1161,7.4,32,6,1863.8
1384,550.1,67.7,37.8,1512.5,779,4.0,41,25,1916.5
1385,305.5,78.3,75.0,1353.4,2458,3.0,53,16,2204.8
1386,530.6,27.8,16.5,2811.1,544,3.5,28,29,1559.4
1387,957.9,48.9,43.9,2081.8,1675,0.6,38,3,2369.5
1388,559.6,26.9,94.1,1238.7,1218,7.2,55,34,1952.0
1389,846.9,70.1,152.5,2596.1,2256,0.6,55,3,2833.3
1390,949.1,78.5,70.3,935.2,866,1.0,38,15,2230.3
1391,561.1,61.7,71.2,1543.0,1765,7.7,45,30,2485.5
1392,734.3,75.3,76.0,2003.9,1040,4.7,58,33,2591.9
1393,430.4,11.1,58.3,1133.3,1582,7.5,56,34,1757.7
1394,440.4,11.1,64.6,1131.5,2382,2.4,59,33,1733.4
1395,551.4,33.7,20.9,1246.1,2214,4.9,58,13,1786.9
1396,686.0,61.8,97.5,2804.7,1705,0.9,29,4,2559.3
1397,312.4,18.9,155.2,2082.6,619,2.1,60,29,1784.8
1398,1008.4,16.8,117.7,590.2,682,1.0,36,29,1812.1
1399,1156.8,47.2,54.9,368.7,296,5.1,51,29,2216.8
1400,201.0,7.3,23.3,1273.4,745,3.9,58,16,1158.1
1401,1045.0,47.7,104.6,2845.4,697,0.9,32,24,2461.8
1402,1029.9,57.1,135.6,1839.2,758,3.5,36,24,2645.0
1403,1129.6,29.9,80.6,2623.1,1970,3.2,46,9,2451.4
1404,279.2,54.5,34.0,2618.8,1724,5.4,27,9,1921.9
1405,344.8,43.7,16.0,158.6,2175,5.3,42,32,1631.9
1406,1138.9,60.4,68.0,681.4,1456,3.6,39,33,2385.5
1407,100.4,56.9,99.4,227.2,2066,4.9,62,7,1775.9
1408,904.1,31.4,111.5,2944.1,444,8.0,31,37,2613.8
1409,1146.2,78.5,113.2,278.1,1420,5.8,29,13,2760.2
1410,464.6,55.0,41.1,1446.5,2270,2.0,59,36,1861.5
1411,169.9,16.5,127.0,178.0,962,3.0,42,6,1460.0
1412,763.0,46.4,149.3,1509.5,1796,1.6,35,21,2522.2
1413,894.4,21.6,144.7,2616.5,1807,4.0,63,28,2563.5
1414,754.4,9.0,125.0,1085.6,832,2.6,41,31,2001.5
1415,305.9,36.0,38.1,1940.4,2349,3.0,50,37,1896.0
1416,406.4,49.9,71.4,305.9,401,4.5,45,6,1281.2
1417,695.0,11.1,156.9,2789.9,1042,6.5,25,39,2660.0
1418,660.0,25.9,32.0,2566.7,2442,0.6,29,33,1813.5
1419,743.0,35.8,97.4,507.9,1725,3.0,55,35,2117.0
1420,1190.6,61.2,45.3,241.6,493,5.1,48,20,1962.1
1421,629.6,4.2,77.9,2841.9,494,3.0,41,39,1685.4
1422,587.6,23.3,42.3,716.7,515,4.0,62,20,1300.0
1423,194.7,69.9,131.2,1721.4,1346,4.1,32,27,2041.0
1424,133.6,17.8,52.6,160.8,1593,1.4,52,40,1157.8
1425,1170.8,5.9,121.1,1520.3,467,6.2,48,23,2211.3
1426,737.6,29.6,46.4,1331.8,1766,6.4,53,3,2167.3
1427,1076.6,17.4,141.6,2477.0,1036,3.2,61,37,2564.9
1428,873.6,57.5,87.8,2289.4,755,5.2,42,15,2599.6
1429,994.5,64.5,61.0,2660.9,991,2.5,63,39,2505.2
1430,815.3,74.3,141.3,2006.8,1728,0.8,30,7,2601.7
1431,299.3,30.3,133.8,1642.1,1444,6.7,31,4,2148.1
1432,217.9,52.4,53.7,1609.5,291,7.0,57,7,1636.8
1433,867.0,36.9,150.4,2150.4,2099,2.8,34,13,2798.9
1434,424.2,37.9,159.8,1623.9,1661,2.4,39,2,2146.3
1435,710.3,15.5,76.6,1740.4,1236,6.8,28,6,2254.2
1436,907.8,16.7,107.5,692.3,2416,3.4,61,5,2271.6
1437,1090.2,15.0,134.0,2751.6,355,1.0,29,7,2256.9
1438,698.7,27.6,146.5,2324.3,2024,3.9,35,31,2646.6
1439,614.7,63.5,60.7,2556.9,689,4.3,30,4,2235.5
1440,533.3,4.2,38.9,2093.1,991,4.2,29,23,1631.6
1441,726.3,68.5,68.4,2167.6,1394,7.4,55,39,2748.7
1442,1022.3,23.6,34.2,266.8,1878,7.9,57,40,2084.7
1443,802.1,67.3,115.6,381.9,2412,4.4,29,15,2641.5
1444,432.8,8.6,21.7,1724.0,1738,2.0,46,2,1308.3
1445,190.4,66.8,151.4,2231.2,321,6.0,55,6,2375.1
1446,482.7,14.1,157.2,1982.7,300,5.2,32,13,2002.6
1447,251.0,38.9,116.1,1747.5,306,1.1,30,30,1543.3
1448,248.9,79.0,131.2,1404.5,1187,6.5,46,12,2216.7
1449,544.5,18.8,101.0,1069.2,1291,4.9,52,39,2000.1
1450,1076.4,56.3,23.1,1047.9,2422,5.3,44,8,2441.1
1451,588.9,52.3,67.8,476.6,1787,1.1,56,12,2051.9
1452,363.8,6.0,105.6,278.9,1702,7.0,43,2,1788.4
1453,953.0,37.3,74.7,2569.9,1716,4.5,39,26,2431.2
1454,1090.9,26.3,145.7,1406.7,1039,4.1,64,22,2661.4
1455,1110.9,31.4,103.5,2798.3,485,6.2,33,22,2817.1
1456,842.7,38.0,34.3,1643.0,1590,3.3,65,2,2069.7
1457,528.9,55.3,142.3,2833.4,1174,6.2,39,19,2717.1
1458,103.7,73.2,129.1,1727.4,232,0.4,46,40,1838.7
1459,1098.4,47.6,154.0,784.0,1682,6.2,39,5,2797.6
1460,984.9,30.8,125.3,1951.5,920,4.7,51,19,2556.3
1461,384.9,56.1,152.3,880.1,174,4.1,38,3,1948.8
1462,1176.7,52.7,81.6,749.4,804,2.4,42,28,2382.4
1463,757.1,39.9,143.0,993.9,1394,3.8,49,14,2293.3
1464,631.4,79.2,108.9,1083.7,1260,4.6,31,32,2453.5
1465,1023.1,19.8,89.6,604.1,2386,4.5,63,22,2477.3
1466,644.1,74.7,37.9,402.3,441,5.2,50,21,1923.4
1467,1109.9,7.5,122.9,165.1,2093,2.0,36,17,2172.1
1468,300.1,55.4,18.1,2510.0,212,7.3,60,33,1878.1
1469,342.8,16.1,130.0,1138.3,702,3.1,47,3,1758.6
1470,665.1,65.8,146.7,2321.6,1594,7.8,64,36,2948.3
1471,196.2,71.3,134.0,985.2,1198,7.2,63,5,2292.8
1472,156.9,79.4,146.4,2308.0,827,5.7,31,19,2618.1
1473,1148.4,60.8,17.6,2403.0,979,7.3,56,20,2652.6
1474,130.1,13.5,130.5,1828.4,480,2.3,62,34,1495.2
1475,1070.4,56.9,139.8,2481.4,1679,8.0,51,5,3283.2
1476,202.4,8.3,125.8,2847.6,2480,6.4,54,19,2194.6
1477,968.7,23.5,42.3,434.4,1341,3.2,40,35,1684.2
1478,712.5,37.5,50.8,2103.8,1403,7.2,48,14,2354.2
1479,971.2,22.5,119.7,1457.9,1892,3.1,32,15,2300.8
1480,1164.6,38.6,120.6,557.6,606,5.9,49,11,2402.7
1481,858.1,15.5,37.3,2796.4,2006,1.7,29,35,1843.9
1482,768.0,42.6,15.7,2206.7,1561,5.4,35,4,2137.8
1483,513.0,27.0,141.8,2633.2,2134,7.4,34,15,2548.3
1484,582.0,64.2,77.7,2426.7,1485,0.4,30,30,2378.9
1485,885.0,69.3,13.5,1714.9,1009,4.9,51,5,2207.7
1486,795.3,52.6,63.4,2537.3,1917,5.9,64,14,2610.4
1487,905.1,7.5,71.1,1285.4,1571,7.6,58,32,2069.5
1488,752.4,65.4,17.6,2472.5,1279,2.3,55,38,2170.7
1489,333.0,14.4,158.8,301.7,1465,2.9,38,9,1817.1
1490,407.4,40.1,101.5,1044.2,1529,1.3,56,6,1806.9
1491,894.2,45.6,23.5,900.3,1093,4.9,32,3,2040.6
1492,1008.7,22.2,132.7,1685.2,1291,2.0,39,38,2395.9
1493,455.0,14.7,52.9,1451.0,1492,4.7,38,1,1699.7
1494,587.5,38.8,158.1,952.3,487,2.7,47,21,1949.9
1495,1131.7,76.4,36.5,1397.2,539,2.1,49,21,2138.5
1496,715.2,37.9,31.8,614.7,1388,7.6,33,40,1810.6
1497,712.1,79.8,77.6,870.3,2488,1.7,26,32,2705.9
1498,923.3,58.3,65.4,2637.7,298,7.6,52,31,2533.4
1499,152.0,68.4,79.1,374.5,2205,6.9,31,10,2032.1
1500,798.4,36.1,61.5,990.8,1378,6.5,53,22,2174.3
